Sample	#Read	Average	Total	Depth	Mapped_Depth	Mapped_rate	#Library	FileName
GN178_?	19785128	101	1998297928	5.37176862366	5.29365028226	0.985457612405	1	../../input/fastq/Bam/RIL178_0_TTAGGC_FC197L8.recal.bam
GN23_?	25951332	101	2621084532	7.04592616129	6.94365171505	0.985484598633	1	../../input/fastq/Bam/RIL23_0_ACTGAT_FC153L6.recal.bam
GN82_?	47660088	101	4813668888	12.939970129	12.7530150565	0.985552124872	1	../../input/fastq/Bam/RIL82_0_CCGTCC_FC0813L6.recal.bam
GN21_?	17508990	101	1768407990	4.75378491935	4.68511930914	0.985555591727	1	../../input/fastq/Bam/RIL21_0_GTTTCG_FC153L6.recal.bam
GN22_?	20275864	101	2047862264	5.50500608602	5.42558614785	0.98557314253	1	../../input/fastq/Bam/RIL22_0_GAGTGG_FC153L6.recal.bam
GN31_?	21698340	101	2191532340	5.89121596774	5.80660294624	0.985637426642	1	../../input/fastq/Bam/RIL31_0_TAGCTT_FC153L7.recal.bam
GN45_?	43171766	101	4360348366	11.7213665753	11.5539319247	0.985715432628	2	../../input/fastq/Bam/RIL45_0_ATCACG_FC193L5.recal.bam
GN191_?	16746730	101	1691419730	4.54682723118	4.48204984946	0.985753278401	1	../../input/fastq/Bam/RIL191_0_ACAGTG_FC197L8.recal.bam
GN44_?	28406198	101	2869025998	7.71243547849	7.60314560484	0.985829395402	1	../../input/fastq/Bam/RIL44_0_CGTACG_FC153L8.recal.bam
GN226_?	33673528	101	3401026328	9.14254389247	9.0133765672	0.985871839743	1	../../input/fastq/Bam/RIL226_0_GGCTAC_FC197L8.recal.bam
GN207_?	45718108	101	4617528908	12.4127121183	12.2385854032	0.985971904174	1	../../input/fastq/Bam/RIL207_0_ACTTGA_FC205L2.recal.bam
GN234_?	73428568	101	7416285368	19.9362509892	19.6593407554	0.986110215305	1	../../input/fastq/Bam/RIL234_0_GGCTAC_FC197L7.recal.bam
GN237_?	93911628	101	9485074428	25.4975119032	25.1450539409	0.986176770357	1	../../input/fastq/Bam/RIL237_0_ACTTGA_FC0813L2.recal.bam
GN19_?	18847160	101	1903563160	5.11710526882	5.04646065591	0.986194418682	1	../../input/fastq/Bam/RIL19_0_GGCTAC_FC153L6.recal.bam
GN39_?	213561976	101	21569759576	57.9832246667	57.1856534597	0.986244793877	2	../../input/fastq/Bam/RIL39_1_ACTTGA_FC133L7.recal.bam
GN96_?	35001980	101	3535199980	9.50322575269	9.37342011828	0.986340887001	1	../../input/fastq/Bam/RIL96_0_CCGTCC_FC197L3.recal.bam
GN16_?	51297560	101	5181053560	13.9275633333	13.7398447876	0.986521795579	2	../../input/fastq/Bam/RIL16_0_CGTACG_FC193L5.recal.bam
GN74_?	33101786	101	3343280386	8.98731286559	8.86631432258	0.986536738531	1	../../input/fastq/Bam/RIL74_0_AGTCAA_FC197L2.recal.bam
GN30_?	21871610	101	2209032610	5.9382597043	5.85942594624	0.986724434095	1	../../input/fastq/Bam/RIL30_0_ATCACG_FC153L7.recal.bam
GN204_?	19091868	101	1928278668	5.18354480645	5.11565325806	0.986902486441	1	../../input/fastq/Bam/RIL204_0_GCCAAT_FC197L8.recal.bam
GN24_?	39005986	101	3939604586	10.5903349086	10.4520148656	0.986939030332	1	../../input/fastq/Bam/RIL24_0_ATTCCT_FC153L6.recal.bam
GN6_?	25414310	101	2566845310	6.90012180108	6.81127383871	0.987123711012	1	../../input/fastq/Bam/RIL6_0_TAGCTT_FC153L5.recal.bam
GN210_?	24036216	101	2427657816	6.52596187097	6.44510051075	0.987609280928	1	../../input/fastq/Bam/RIL210_0_TAGCTT_FC197L8.recal.bam
GN166_?	73402708	101	7413673508	19.9292298602	19.6848568306	0.987737959204	1	../../input/fastq/Bam/RIL166_0_TGACCA_FC197L5.recal.bam
GN120_?	40916318	101	4132548118	11.1090003172	10.9761511075	0.988041299317	1	../../input/fastq/Bam/RIL120_0_ACTTGA_FC197L8.recal.bam
GN93_?	34419828	101	3476402628	9.34516835484	9.23363448925	0.988065076909	1	../../input/fastq/Bam/RIL93_0_AGTTCC_FC197L3.recal.bam
GN66_?	39729328	101	4012662128	10.7867261505	10.682011414	0.990292259663	1	../../input/fastq/Bam/RIL66_0_TGACCA_FC197L1.recal.bam
